drug1,drug2,side effect,prob,pui,ppui,side effect name
159.0,209.0,852.0,0.9999978542327881,0.5277172327041626,5.9604775515254e-07,testes pain
209.0,159.0,852.0,0.9999978542327881,0.5277172327041626,5.9604775515254e-07,testes pain
218.0,159.0,852.0,0.9999959468841553,0.5262506008148193,-1.1920977271984157e-07,testes pain
159.0,218.0,852.0,0.9999959468841553,0.5262506008148193,-1.1920977271984157e-07,testes pain
209.0,218.0,852.0,0.9999918937683105,0.5828376412391663,-1.1921025588890188e-07,testes pain
218.0,209.0,852.0,0.9999918937683105,0.5828376412391663,-1.1921025588890188e-07,testes pain
218.0,209.0,708.0,0.9996368885040283,0.3669187128543854,-5.5094697017921135e-05,scotoma
209.0,218.0,708.0,0.9996368885040283,0.3669187128543854,-5.5094697017921135e-05,scotoma
159.0,209.0,492.0,0.9994224309921265,0.3775477707386017,0.0004920821520499885,elevated prostate specific antigen
209.0,159.0,492.0,0.9994224309921265,0.3775477707386017,0.0004920821520499885,elevated prostate specific antigen
15.0,88.0,536.0,0.9993971586227417,0.4304168224334717,0.0005366461118683219,melanocytic naevus
88.0,15.0,536.0,0.9993971586227417,0.4304168224334717,0.0005366461118683219,melanocytic naevus
54.0,109.0,645.0,0.9993608593940735,0.2487431913614273,0.005263116210699081,bacterial pneumonia
109.0,54.0,645.0,0.9993608593940735,0.2487431913614273,0.005263116210699081,bacterial pneumonia
159.0,209.0,336.0,0.9993095397949219,0.41127264499664307,8.541282295482233e-05,post traumatic stress disorder
209.0,159.0,336.0,0.9993095397949219,0.41127264499664307,8.541282295482233e-05,post traumatic stress disorder
91.0,88.0,179.0,0.9993014335632324,0.6460198163986206,0.00016730790957808495,bad breath
88.0,91.0,179.0,0.9993014335632324,0.6460198163986206,0.00016730790957808495,bad breath
159.0,209.0,514.0,0.9992325305938721,0.30652403831481934,0.0009528558584861457,macula lutea degeneration
209.0,159.0,514.0,0.9992325305938721,0.30652403831481934,0.0009528558584861457,macula lutea degeneration
37.0,192.0,639.0,0.9992234706878662,0.2662941515445709,0.00013791302626486868,seborrhoeic keratosis
192.0,37.0,639.0,0.9992234706878662,0.2662941515445709,0.00013791302626486868,seborrhoeic keratosis
38.0,152.0,765.0,0.9991945624351501,0.4683096706867218,0.355743408203125,Ovarian cancer
152.0,38.0,765.0,0.9991945624351501,0.4683096706867218,0.355743408203125,Ovarian cancer
209.0,159.0,153.0,0.9991818070411682,0.5944613218307495,0.00019435095600783825,Deafness neurosensory
159.0,209.0,153.0,0.9991818070411682,0.5944613218307495,0.00019435095600783825,Deafness neurosensory
197.0,195.0,686.0,0.9991590976715088,0.6517816185951233,8.518706454196945e-05,congenital heart disease
195.0,197.0,686.0,0.9991590976715088,0.6517816185951233,8.518706454196945e-05,congenital heart disease
73.0,179.0,518.0,0.999147891998291,0.4360160529613495,0.001451358082704246,chronic sinusitis
179.0,73.0,518.0,0.999147891998291,0.4360160529613495,0.001451358082704246,chronic sinusitis
56.0,38.0,847.0,0.9990932941436768,0.5250317454338074,0.9982810616493225,xerosis
38.0,56.0,847.0,0.9990932941436768,0.5250317454338074,0.9982810616493225,xerosis
15.0,88.0,131.0,0.9990895986557007,0.45150622725486755,0.0009433274390175939,anal fissure
88.0,15.0,131.0,0.9990895986557007,0.45150622725486755,0.0009433274390175939,anal fissure
134.0,24.0,510.0,0.9990861415863037,0.7502726912498474,-0.00010959388600895181,hyperalimentation
24.0,134.0,510.0,0.9990861415863037,0.7502726912498474,-0.00010959388600895181,hyperalimentation
94.0,38.0,765.0,0.9990710020065308,0.6845337748527527,0.35908493399620056,Ovarian cancer
38.0,94.0,765.0,0.9990710020065308,0.6845337748527527,0.35908493399620056,Ovarian cancer
15.0,88.0,429.0,0.999015212059021,0.45393913984298706,0.0006957349251024425,spondylitis
88.0,15.0,429.0,0.999015212059021,0.45393913984298706,0.0006957349251024425,spondylitis
195.0,89.0,552.0,0.999002993106842,0.19678077101707458,0.0010821879841387272,duodenal ulcer haemorrhage
89.0,195.0,552.0,0.999002993106842,0.19678077101707458,0.0010821879841387272,duodenal ulcer haemorrhage
159.0,209.0,329.0,0.9989901185035706,0.4965743124485016,0.0008300580666400492,psychosexual disorder
209.0,159.0,329.0,0.9989901185035706,0.4965743124485016,0.0008300580666400492,psychosexual disorder
209.0,159.0,442.0,0.9989400506019592,0.6056301593780518,0.0007425072253681719,prostatitis
159.0,209.0,442.0,0.9989400506019592,0.6056301593780518,0.0007425072253681719,prostatitis
88.0,15.0,750.0,0.9988747239112854,0.3600928783416748,0.0013161806855350733,diaphragmatic hernia
15.0,88.0,750.0,0.9988747239112854,0.3600928783416748,0.0013161806855350733,diaphragmatic hernia
18.0,133.0,498.0,0.998839795589447,0.39626240730285645,-0.000632423791103065,Hypophosphataemia
133.0,18.0,498.0,0.998839795589447,0.39626240730285645,-0.000632423791103065,Hypophosphataemia
88.0,15.0,802.0,0.9988335967063904,0.5474814772605896,0.002108947606757283,ganglion
15.0,88.0,802.0,0.9988335967063904,0.5474814772605896,0.002108947606757283,ganglion
78.0,159.0,852.0,0.9987990856170654,0.23841527104377747,-0.0002616806305013597,testes pain
159.0,78.0,852.0,0.9987990856170654,0.23841527104377747,-0.0002616806305013597,testes pain
88.0,195.0,567.0,0.9987665414810181,0.6004613041877747,0.0009140918264165521,defaecation urgency
195.0,88.0,567.0,0.9987665414810181,0.6004613041877747,0.0009140918264165521,defaecation urgency
88.0,15.0,335.0,0.9987630844116211,0.6665599942207336,0.0018300997326150537,psoriatic arthritis
15.0,88.0,335.0,0.9987630844116211,0.6665599942207336,0.0018300997326150537,psoriatic arthritis
15.0,88.0,659.0,0.9987385869026184,0.5785638093948364,0.0018608797108754516,acute sinusitis
88.0,15.0,659.0,0.9987385869026184,0.5785638093948364,0.0018608797108754516,acute sinusitis
88.0,91.0,337.0,0.9987014532089233,0.5301659107208252,0.00021909315546508878,laryngitis
91.0,88.0,337.0,0.9987014532089233,0.5301659107208252,0.00021909315546508878,laryngitis
88.0,15.0,683.0,0.9986850619316101,0.5463886260986328,0.0019382095197215676,hyperkeratosis
15.0,88.0,683.0,0.9986850619316101,0.5463886260986328,0.0019382095197215676,hyperkeratosis
73.0,179.0,637.0,0.9986798167228699,0.39456799626350403,0.0024379491806030273,periodontitis
179.0,73.0,637.0,0.9986798167228699,0.39456799626350403,0.0024379491806030273,periodontitis
89.0,195.0,686.0,0.9986709356307983,0.6660483479499817,0.008102397434413433,congenital heart disease
195.0,89.0,686.0,0.9986709356307983,0.6660483479499817,0.008102397434413433,congenital heart disease
88.0,15.0,489.0,0.998646080493927,0.5042423605918884,0.0009833178482949734,cervical vertebral fracture
15.0,88.0,489.0,0.998646080493927,0.5042423605918884,0.0009833178482949734,cervical vertebral fracture
24.0,134.0,235.0,0.9986164569854736,0.8620128631591797,-0.00029724236810579896,abuse
134.0,24.0,235.0,0.9986164569854736,0.8620128631591797,-0.00029724236810579896,abuse
15.0,88.0,128.0,0.9986060261726379,0.4667062759399414,0.0011205199407413602,Candida Infection
88.0,15.0,128.0,0.9986060261726379,0.4667062759399414,0.0011205199407413602,Candida Infection
152.0,38.0,27.0,0.9985843896865845,0.4500921070575714,0.9182108640670776,sepsis
38.0,152.0,27.0,0.9985843896865845,0.4500921070575714,0.9182108640670776,sepsis
38.0,94.0,203.0,0.9985107779502869,0.6971105933189392,0.804367184638977,Small intestinal obstruction
94.0,38.0,203.0,0.9985107779502869,0.6971105933189392,0.804367184638977,Small intestinal obstruction
100.0,24.0,213.0,0.998478353023529,0.5649663805961609,8.142463775584474e-05,intervertebral disc disorder
24.0,100.0,213.0,0.998478353023529,0.5649663805961609,8.142463775584474e-05,intervertebral disc disorder
195.0,88.0,724.0,0.9984466433525085,0.5803749561309814,0.0009642917430028319,Post nasal drip
88.0,195.0,724.0,0.9984466433525085,0.5803749561309814,0.0009642917430028319,Post nasal drip
46.0,179.0,637.0,0.998430073261261,0.4366067051887512,0.0028974602464586496,periodontitis
179.0,46.0,637.0,0.998430073261261,0.4366067051887512,0.0028974602464586496,periodontitis
12.0,89.0,804.0,0.998420238494873,0.47323688864707947,-0.0005510213668458164,Vitreous haemorrhage
89.0,12.0,804.0,0.998420238494873,0.47323688864707947,-0.0005510213668458164,Vitreous haemorrhage
152.0,38.0,203.0,0.9983636736869812,0.42991986870765686,0.8293592929840088,Small intestinal obstruction
38.0,152.0,203.0,0.9983636736869812,0.42991986870765686,0.8293592929840088,Small intestinal obstruction
134.0,84.0,31.0,0.9983585476875305,0.2495901882648468,0.003152896650135517,appendectomy
84.0,134.0,31.0,0.9983585476875305,0.2495901882648468,0.003152896650135517,appendectomy
96.0,31.0,460.0,0.9983499050140381,0.6766425371170044,-6.746457074768841e-05,allergic rhinitis
31.0,96.0,460.0,0.9983499050140381,0.6766425371170044,-6.746457074768841e-05,allergic rhinitis
88.0,15.0,294.0,0.9983367919921875,0.5970986485481262,0.0010762233287096024,pulmonary mass
15.0,88.0,294.0,0.9983367919921875,0.5970986485481262,0.0010762233287096024,pulmonary mass
34.0,88.0,487.0,0.9982872605323792,0.37405869364738464,0.005393563769757748,external ear infection
88.0,34.0,487.0,0.9982872605323792,0.37405869364738464,0.005393563769757748,external ear infection
96.0,31.0,494.0,0.9982812404632568,0.580878496170044,-8.663524204166606e-05,gastroduodenal ulcer
31.0,96.0,494.0,0.9982812404632568,0.580878496170044,-8.663524204166606e-05,gastroduodenal ulcer
12.0,96.0,841.0,0.9982696771621704,0.24462099373340607,-5.976766624371521e-05,hyperphosphatemia
96.0,12.0,841.0,0.9982696771621704,0.24462099373340607,-5.976766624371521e-05,hyperphosphatemia
31.0,96.0,237.0,0.9982584118843079,0.5578013062477112,-6.520182796521112e-05,cholecystitis
96.0,31.0,237.0,0.9982584118843079,0.5578013062477112,-6.520182796521112e-05,cholecystitis
88.0,15.0,460.0,0.9982549548149109,0.4844686985015869,0.001617333386093378,allergic rhinitis
15.0,88.0,460.0,0.9982549548149109,0.4844686985015869,0.001617333386093378,allergic rhinitis
88.0,91.0,801.0,0.9982511401176453,0.2717112600803375,0.0006110029062256217,histoplasmosis
91.0,88.0,801.0,0.9982511401176453,0.2717112600803375,0.0006110029062256217,histoplasmosis
67.0,19.0,639.0,0.998248815536499,0.739213228225708,5.254410098132212e-06,seborrhoeic keratosis
19.0,67.0,639.0,0.998248815536499,0.739213228225708,5.254410098132212e-06,seborrhoeic keratosis
38.0,152.0,29.0,0.9982445240020752,0.4739649295806885,0.6891648173332214,Acute Respiratory Distress Syndrome
152.0,38.0,29.0,0.9982445240020752,0.4739649295806885,0.6891648173332214,Acute Respiratory Distress Syndrome
195.0,15.0,525.0,0.9982434511184692,0.4609501361846924,0.005697065033018589,sick sinus syndrome
15.0,195.0,525.0,0.9982434511184692,0.4609501361846924,0.005697065033018589,sick sinus syndrome
152.0,38.0,425.0,0.9982284903526306,0.5557271838188171,0.5504748821258545,proctalgia
38.0,152.0,425.0,0.9982284903526306,0.5557271838188171,0.5504748821258545,proctalgia
31.0,96.0,484.0,0.9982184767723083,0.5078220367431641,-9.356717055197805e-05,ear infection
96.0,31.0,484.0,0.9982184767723083,0.5078220367431641,-9.356717055197805e-05,ear infection
209.0,159.0,763.0,0.9982137680053711,0.42762595415115356,0.0008932213531807065,synovial cyst
159.0,209.0,763.0,0.9982137680053711,0.42762595415115356,0.0008932213531807065,synovial cyst
15.0,88.0,618.0,0.9982064962387085,0.60492342710495,0.0019405120983719826,colitis pseudomembranous
88.0,15.0,618.0,0.9982064962387085,0.60492342710495,0.0019405120983719826,colitis pseudomembranous
195.0,96.0,759.0,0.9981749057769775,0.8452169895172119,-0.000901675783097744,tendon injury
96.0,195.0,759.0,0.9981749057769775,0.8452169895172119,-0.000901675783097744,tendon injury
84.0,134.0,397.0,0.9981634020805359,0.4490099847316742,0.004129603039473295,schizophrenia
134.0,84.0,397.0,0.9981634020805359,0.4490099847316742,0.004129603039473295,schizophrenia
94.0,38.0,27.0,0.9981443881988525,0.6747118830680847,0.9450258612632751,sepsis
38.0,94.0,27.0,0.9981443881988525,0.6747118830680847,0.9450258612632751,sepsis
15.0,88.0,713.0,0.9981325268745422,0.5889129042625427,0.00043998868204653263,eye infection
88.0,15.0,713.0,0.9981325268745422,0.5889129042625427,0.00043998868204653263,eye infection
84.0,215.0,814.0,0.9981303811073303,0.3101993203163147,-0.00032336372532881796,folliculitis
215.0,84.0,814.0,0.9981303811073303,0.3101993203163147,-0.00032336372532881796,folliculitis
152.0,38.0,299.0,0.9981131553649902,0.3968346118927002,0.9189322590827942,bone marrow failure
38.0,152.0,299.0,0.9981131553649902,0.3968346118927002,0.9189322590827942,bone marrow failure
24.0,195.0,759.0,0.9980542659759521,0.7829491496086121,-0.0007298484561033547,tendon injury
195.0,24.0,759.0,0.9980542659759521,0.7829491496086121,-0.0007298484561033547,tendon injury
89.0,195.0,677.0,0.9980534315109253,0.206836998462677,0.005417879670858383,Interstitial nephritis
195.0,89.0,677.0,0.9980534315109253,0.206836998462677,0.005417879670858383,Interstitial nephritis
19.0,169.0,639.0,0.9980483055114746,0.6807147860527039,0.00016763740859460086,seborrhoeic keratosis
169.0,19.0,639.0,0.9980483055114746,0.6807147860527039,0.00016763740859460086,seborrhoeic keratosis
31.0,96.0,115.0,0.9980344176292419,0.6942599415779114,-6.008036507409997e-05,pleurisy
96.0,31.0,115.0,0.9980344176292419,0.6942599415779114,-6.008036507409997e-05,pleurisy
159.0,209.0,764.0,0.9979865550994873,0.46986085176467896,0.0011342355282977223,pneumonia primary atypical
209.0,159.0,764.0,0.9979865550994873,0.46986085176467896,0.0011342355282977223,pneumonia primary atypical
169.0,88.0,525.0,0.9979504942893982,0.4630114734172821,0.0012684832327067852,sick sinus syndrome
88.0,169.0,525.0,0.9979504942893982,0.4630114734172821,0.0012684832327067852,sick sinus syndrome
18.0,215.0,540.0,0.9979335069656372,0.19534622132778168,-0.0012770459288731217,hypernatraemia
215.0,18.0,540.0,0.9979335069656372,0.19534622132778168,-0.0012770459288731217,hypernatraemia
19.0,37.0,31.0,0.9979263544082642,0.46964359283447266,0.00033023886498995125,appendectomy
37.0,19.0,31.0,0.9979263544082642,0.46964359283447266,0.00033023886498995125,appendectomy
88.0,15.0,244.0,0.9979217648506165,0.49841076135635376,0.0013779428554698825,Diabetic Retinopathy
15.0,88.0,244.0,0.9979217648506165,0.49841076135635376,0.0013779428554698825,Diabetic Retinopathy
69.0,18.0,599.0,0.9979087114334106,0.19514231383800507,-0.000927420798689127,lymphoma
18.0,69.0,599.0,0.9979087114334106,0.19514231383800507,-0.000927420798689127,lymphoma
15.0,88.0,396.0,0.9979046583175659,0.5620582699775696,0.001273618545383215,eating disorder
88.0,15.0,396.0,0.9979046583175659,0.5620582699775696,0.001273618545383215,eating disorder
15.0,91.0,736.0,0.9978561997413635,0.21699689328670502,0.0004180691612418741,cerumen impaction
91.0,15.0,736.0,0.9978561997413635,0.21699689328670502,0.0004180691612418741,cerumen impaction
15.0,88.0,220.0,0.9978247880935669,0.48172879219055176,0.0021562392357736826,arteriosclerosis
88.0,15.0,220.0,0.9978247880935669,0.48172879219055176,0.0021562392357736826,arteriosclerosis
89.0,167.0,858.0,0.997812032699585,0.37372905015945435,0.08584297448396683,Cystitis Interstitial
167.0,89.0,858.0,0.997812032699585,0.37372905015945435,0.08584297448396683,Cystitis Interstitial
134.0,23.0,855.0,0.9978083968162537,0.304881751537323,0.057318661361932755,corneal abrasion
23.0,134.0,855.0,0.9978083968162537,0.304881751537323,0.057318661361932755,corneal abrasion
179.0,73.0,729.0,0.9977962970733643,0.4230705499649048,0.0008817075868137181,Vitamin D Deficiency
73.0,179.0,729.0,0.9977962970733643,0.4230705499649048,0.0008817075868137181,Vitamin D Deficiency
82.0,15.0,39.0,0.9977935552597046,0.5128757953643799,0.002062580082565546,Hypercapnia
15.0,82.0,39.0,0.9977935552597046,0.5128757953643799,0.002062580082565546,Hypercapnia
78.0,15.0,752.0,0.9977801442146301,0.4408636689186096,0.006826534401625395,coronary artery bypass graft
15.0,78.0,752.0,0.9977801442146301,0.4408636689186096,0.006826534401625395,coronary artery bypass graft
179.0,73.0,492.0,0.9977721571922302,0.3298795223236084,0.006814342923462391,elevated prostate specific antigen
73.0,179.0,492.0,0.9977721571922302,0.3298795223236084,0.006814342923462391,elevated prostate specific antigen
88.0,15.0,724.0,0.9977644681930542,0.5954837203025818,0.004790883511304855,Post nasal drip
15.0,88.0,724.0,0.9977644681930542,0.5954837203025818,0.004790883511304855,Post nasal drip
31.0,96.0,540.0,0.9977637529373169,0.4365062713623047,-9.360981493955478e-05,hypernatraemia
96.0,31.0,540.0,0.9977637529373169,0.4365062713623047,-9.360981493955478e-05,hypernatraemia
15.0,22.0,489.0,0.9977473616600037,0.3266635239124298,0.0006469757063314319,cervical vertebral fracture
22.0,15.0,489.0,0.9977473616600037,0.3266635239124298,0.0006469757063314319,cervical vertebral fracture
24.0,96.0,759.0,0.9977285265922546,0.7940881252288818,-0.00035730699892155826,tendon injury
96.0,24.0,759.0,0.9977285265922546,0.7940881252288818,-0.00035730699892155826,tendon injury
117.0,208.0,179.0,0.9977226853370667,0.752068281173706,0.0008995156385935843,bad breath
208.0,117.0,179.0,0.9977226853370667,0.752068281173706,0.0008995156385935843,bad breath
38.0,94.0,299.0,0.9977189898490906,0.5814763903617859,0.9251166582107544,bone marrow failure
94.0,38.0,299.0,0.9977189898490906,0.5814763903617859,0.9251166582107544,bone marrow failure
38.0,152.0,165.0,0.9977038502693176,0.4714159667491913,0.9173886179924011,Neutropenia
152.0,38.0,165.0,0.9977038502693176,0.4714159667491913,0.9173886179924011,Neutropenia
31.0,96.0,727.0,0.9976996779441833,0.5548997521400452,-4.223764335620217e-05,neck mass
96.0,31.0,727.0,0.9976996779441833,0.5548997521400452,-4.223764335620217e-05,neck mass
182.0,84.0,469.0,0.9976772665977478,0.17312368750572205,0.001827969215810299,radiculopathy
84.0,182.0,469.0,0.9976772665977478,0.17312368750572205,0.001827969215810299,radiculopathy
73.0,46.0,637.0,0.9976704716682434,0.2957213222980499,0.005122494883835316,periodontitis
46.0,73.0,637.0,0.9976704716682434,0.2957213222980499,0.005122494883835316,periodontitis
195.0,89.0,180.0,0.9976412057876587,0.21963953971862793,0.007536724675446749,Arthritis infective
89.0,195.0,180.0,0.9976412057876587,0.21963953971862793,0.007536724675446749,Arthritis infective
89.0,188.0,430.0,0.9976319074630737,0.23607750236988068,-0.001955789513885975,spondylosis
188.0,89.0,430.0,0.9976319074630737,0.23607750236988068,-0.001955789513885975,spondylosis
194.0,15.0,752.0,0.9976237416267395,0.291270911693573,0.004409061279147863,coronary artery bypass graft
15.0,194.0,752.0,0.9976237416267395,0.291270911693573,0.004409061279147863,coronary artery bypass graft
88.0,91.0,161.0,0.9976224303245544,0.6370202302932739,-2.2464757421403192e-05,amenorrhea
91.0,88.0,161.0,0.9976224303245544,0.6370202302932739,-2.2464757421403192e-05,amenorrhea
18.0,84.0,390.0,0.9976071119308472,0.16544634103775024,0.0002941375132650137,Acute myeloblastic leukemia
84.0,18.0,390.0,0.9976071119308472,0.16544634103775024,0.0002941375132650137,Acute myeloblastic leukemia
73.0,179.0,571.0,0.9975975155830383,0.363677054643631,0.009755445644259453,periodontal disease
179.0,73.0,571.0,0.9975975155830383,0.363677054643631,0.009755445644259453,periodontal disease
91.0,88.0,732.0,0.9975912570953369,0.545300304889679,6.865109753562137e-05,parotitis
88.0,91.0,732.0,0.9975912570953369,0.545300304889679,6.865109753562137e-05,parotitis
96.0,31.0,187.0,0.9975876808166504,0.6808391213417053,-0.00012571143452078104,hepatic neoplasia
31.0,96.0,187.0,0.9975876808166504,0.6808391213417053,-0.00012571143452078104,hepatic neoplasia
88.0,15.0,115.0,0.9975857734680176,0.5118367075920105,0.002853786339983344,pleurisy
15.0,88.0,115.0,0.9975857734680176,0.5118367075920105,0.002853786339983344,pleurisy
15.0,88.0,698.0,0.9975466132164001,0.638048529624939,0.002203267067670822,sarcoidosis
88.0,15.0,698.0,0.9975466132164001,0.638048529624939,0.002203267067670822,sarcoidosis
215.0,179.0,551.0,0.9975370168685913,0.5649318695068359,0.0019567522685974836,Multiple Myeloma
179.0,215.0,551.0,0.9975370168685913,0.5649318695068359,0.0019567522685974836,Multiple Myeloma
84.0,18.0,745.0,0.9975188970565796,0.10764162242412567,5.700426481780596e-05,aplasia pure red cell
18.0,84.0,745.0,0.9975188970565796,0.10764162242412567,5.700426481780596e-05,aplasia pure red cell
19.0,37.0,860.0,0.9975056052207947,0.5428682565689087,0.0004949398571625352,endometriosis
37.0,19.0,860.0,0.9975056052207947,0.5428682565689087,0.0004949398571625352,endometriosis
15.0,88.0,160.0,0.9975019097328186,0.6238150596618652,0.0023291478864848614,nasal congestion
88.0,15.0,160.0,0.9975019097328186,0.6238150596618652,0.0023291478864848614,nasal congestion
12.0,96.0,364.0,0.9974932670593262,0.5289088487625122,-8.264037751359865e-05,Postherpetic Neuralgia
96.0,12.0,364.0,0.9974932670593262,0.5289088487625122,-8.264037751359865e-05,Postherpetic Neuralgia
91.0,84.0,294.0,0.9974930286407471,0.107330821454525,-0.0006960795726627111,pulmonary mass
84.0,91.0,294.0,0.9974930286407471,0.107330821454525,-0.0006960795726627111,pulmonary mass
195.0,96.0,53.0,0.9974506497383118,0.5841312408447266,0.00033493791124783456,disease of liver
96.0,195.0,53.0,0.9974506497383118,0.5841312408447266,0.00033493791124783456,disease of liver
73.0,84.0,754.0,0.9974178075790405,0.08142217248678207,0.005475712940096855,temporal arteritis
84.0,73.0,754.0,0.9974178075790405,0.08142217248678207,0.005475712940096855,temporal arteritis
89.0,18.0,804.0,0.9973957538604736,0.24318285286426544,-0.0005737583851441741,Vitreous haemorrhage
18.0,89.0,804.0,0.9973957538604736,0.24318285286426544,-0.0005737583851441741,Vitreous haemorrhage
31.0,96.0,526.0,0.9973828196525574,0.5421501994132996,-9.99204785330221e-05,hyperthyroidism
96.0,31.0,526.0,0.9973828196525574,0.5421501994132996,-9.99204785330221e-05,hyperthyroidism
89.0,215.0,804.0,0.9973804354667664,0.22964487969875336,8.832704043015838e-05,Vitreous haemorrhage
215.0,89.0,804.0,0.9973804354667664,0.22964487969875336,8.832704043015838e-05,Vitreous haemorrhage
126.0,84.0,667.0,0.9973170161247253,0.2860739231109619,0.0018726763082668185,Pharyngitis Streptococcal
84.0,126.0,667.0,0.9973170161247253,0.2860739231109619,0.0018726763082668185,Pharyngitis Streptococcal
84.0,215.0,400.0,0.9973071813583374,0.24591289460659027,0.00015574910503346473,proteinuria
215.0,84.0,400.0,0.9973071813583374,0.24591289460659027,0.00015574910503346473,proteinuria
24.0,23.0,235.0,0.9972953200340271,0.774678647518158,0.00036021144478581846,abuse
23.0,24.0,235.0,0.9972953200340271,0.774678647518158,0.00036021144478581846,abuse
84.0,215.0,243.0,0.9972936511039734,0.4356251657009125,-0.00017469716840423644,diabetic acidosis
215.0,84.0,243.0,0.9972936511039734,0.4356251657009125,-0.00017469716840423644,diabetic acidosis
84.0,126.0,820.0,0.9972852468490601,0.1836296021938324,0.0049913725815713406,Meningitis Viral
126.0,84.0,820.0,0.9972852468490601,0.1836296021938324,0.0049913725815713406,Meningitis Viral
15.0,88.0,675.0,0.9972834587097168,0.5157057642936707,0.004109220579266548,Seroma
88.0,15.0,675.0,0.9972834587097168,0.5157057642936707,0.004109220579266548,Seroma
